billboard_name,spotify_name,artist,duration_ms,spotify_id,spotify_uri,spotify_external_url,spotify_popularity,spotify_artist_popularity,spotify_artist_popularity_mean,explicit,preview_url,preview_url_audio,full_audio,full_audio_duration_s,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_analysis_file
Said N Done,Said N Done,21 Savage & Metro Boomin,231831.0,11XegnWeJHBDtj9IsNwngu,spotify:track:11XegnWeJHBDtj9IsNwngu,https://open.spotify.com/track/11XegnWeJHBDtj9IsNwngu,60.0,"[89, 83]",86.0,True,https://p.scdn.co/mp3-preview/4882b9dfae302c02defabfa5b794e068c1414272?cid=064f7f00e33f41f2ba917f2f07083867,previews/Said N Done.wav,21 Savage x Metro Boomin  Said N Done Official Audio.wav,232.0,"['atl hip hop', 'hip hop', 'rap', 'trap', 'pop rap', 'southern hip hop']",0.775,0.566,11.0,-6.661,1.0,0.283,0.0381,0.000341,0.127,0.479,160.351,4.0,Said N Done.json
"Baby, I'm Jealous","Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha Featuring Doja Cat,175873.0,2fTdRdN73RgIgcUZN33dvt,spotify:track:2fTdRdN73RgIgcUZN33dvt,https://open.spotify.com/track/2fTdRdN73RgIgcUZN33dvt,66.0,"[82, 94]",88.0,False,https://p.scdn.co/mp3-preview/b38d41f62e9adf08e233bb1e671d0e44fcf3a249?cid=064f7f00e33f41f2ba917f2f07083867,previews/Baby Im Jealous.wav,Bebe Rexha  Baby Im Jealous ft Doja Cat Lyrics.wav,179.0,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",0.737,0.867,11.0,-2.259,0.0,0.0458,0.0398,0.0,0.32,0.506,98.05,4.0,Baby Im Jealous.json
Better Together,Better Together,Luke Combs,219573.0,6gdLyYNuhWBzqwlOFSsXC7,spotify:track:6gdLyYNuhWBzqwlOFSsXC7,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7,75.0,[83],83.0,False,https://p.scdn.co/mp3-preview/a17eb043e2efec641b21a6f58a44a980c281c4a5?cid=064f7f00e33f41f2ba917f2f07083867,previews/Better Together.wav,Luke Combs  Better Together Lyrics.wav,220.0,"['contemporary country', 'country']",0.552,0.225,0.0,-11.501,1.0,0.0477,0.827,0.0,0.111,0.67,138.002,4.0,Better Together.json
Hole In The Bottle,hole in the bottle,Kelsea Ballerini,155668.0,2yySWxfeRN2QRZnFMnYMQl,spotify:track:2yySWxfeRN2QRZnFMnYMQl,https://open.spotify.com/track/2yySWxfeRN2QRZnFMnYMQl,64.0,[73],73.0,False,https://p.scdn.co/mp3-preview/5d6e81b34ce9d1acc1e550532019c09741673c31?cid=064f7f00e33f41f2ba917f2f07083867,previews/Hole In The Bottle.wav,Kelsea Ballerini  hole in the bottle Lyrics.wav,156.0,"['contemporary country', 'country', 'pop']",0.478,0.873,4.0,-3.637,1.0,0.122,0.0486,0.0,0.374,0.739,104.365,4.0,Hole In The Bottle.json
Sofia,Sofia,Clairo,188386.0,7B3z0ySL9Rr0XvZEAjWZzM,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,81.0,[81],81.0,False,,,Clairo  Sofia Lyrics.wav,188.0,"['bedroom pop', 'indie pop', 'pop']",0.744,0.619,0.0,-9.805,1.0,0.039,0.598,0.00372,0.231,0.641,112.997,4.0,Sofia.json
Lonely,Lonely,Justin Bieber & benny blanco,149189.0,7jkvmdObzWMhTSnhc1QSeC,spotify:track:7jkvmdObzWMhTSnhc1QSeC,https://open.spotify.com/track/7jkvmdObzWMhTSnhc1QSeC,0.0,"[96, 77]",86.5,True,,,Justin Bieber  benny blanco  Lonely Official Music Video.wav,158.0,"['canadian pop', 'pop', 'pop rap']",0.619,0.241,11.0,-7.102,0.0,0.046,0.9,0.0,0.116,0.0719,79.461,4.0,Lonely.json
You're Mines Still,You’re Mines Still (feat. Drake),Yung Bleu Featuring Drake,226220.0,7E2C5rBLpCKwQlhJPVFBRS,spotify:track:7E2C5rBLpCKwQlhJPVFBRS,https://open.spotify.com/track/7E2C5rBLpCKwQlhJPVFBRS,73.0,"[73, 98]",85.5,True,https://p.scdn.co/mp3-preview/58e877b75709b16e09198e1b5f3f512f5541d465?cid=064f7f00e33f41f2ba917f2f07083867,previews/Youre Mines Still.wav,Yung Bleu  Youre Mines Still Lyrics ft Drake.wav,226.0,"['alabama rap', 'pop rap', 'r&b', 'trap', 'canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.575,0.609,5.0,-4.88,0.0,0.121,0.317,0.0,0.105,0.339,83.004,4.0,Youre Mines Still.json
Hate The Way,Hate The Way (feat. blackbear),G-Eazy Featuring blackbear,214363.0,3QGppKBPd9gHOgHJzRbVIw,spotify:track:3QGppKBPd9gHOgHJzRbVIw,https://open.spotify.com/track/3QGppKBPd9gHOgHJzRbVIw,62.0,"[81, 86]",83.5,True,https://p.scdn.co/mp3-preview/1bcec494c3096cfd43ca58bfd5af8d36aa556896?cid=064f7f00e33f41f2ba917f2f07083867,previews/Hate The Way.wav,GEazy  Hate The Way Lyrics ft blackbear.wav,214.0,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap', 'electropop']",0.569,0.865,4.0,-3.844,0.0,0.266,0.0673,0.0,0.312,0.361,82.011,4.0,Hate The Way.json
Canceled,Canceled,Larray,183960.0,3TOfcOKNuu6ZPZXJie5msH,spotify:track:3TOfcOKNuu6ZPZXJie5msH,https://open.spotify.com/track/3TOfcOKNuu6ZPZXJie5msH,60.0,[82],82.0,True,https://p.scdn.co/mp3-preview/169bf7760dad8b1aafbe8f18d30b6f80b7ffe651?cid=064f7f00e33f41f2ba917f2f07083867,previews/Canceled.wav,Larray  Cancelled Lyrics.wav,170.0,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap']",0.767,0.611,5.0,-5.173,0.0,0.0983,0.157,0.0116,0.0836,0.11,94.034,4.0,Canceled.json
Happy Does,Happy Does,Kenny Chesney,168733.0,2v08cjj3Th8RpfJgluECcj,spotify:track:2v08cjj3Th8RpfJgluECcj,https://open.spotify.com/track/2v08cjj3Th8RpfJgluECcj,59.0,[75],75.0,False,https://p.scdn.co/mp3-preview/c9426769727d88cc60eea446b54d668e16b78386?cid=064f7f00e33f41f2ba917f2f07083867,previews/Happy Does.wav,Kenny Chesney  Happy Does Lyrics.wav,169.0,"['contemporary country', 'country', 'country road']",0.715,0.665,6.0,-5.486,1.0,0.0383,0.3,0.0,0.123,0.597,109.018,4.0,Happy Does.json
Throat Baby (Go Baby),Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,211609.0,15C4TnrrVdym7UykxQIOTZ,spotify:track:15C4TnrrVdym7UykxQIOTZ,https://open.spotify.com/track/15C4TnrrVdym7UykxQIOTZ,60.0,"[55, 89, 74]",72.66666666666667,True,,,BRS Kash  Throat Baby Go Baby Lyric Video.wav,214.0,"['north carolina hip hop', 'rap', 'trap', 'dance pop', 'pop', 'pop rap', 'r&b', 'scam rap', 'trap queen']",0.878,0.475,1.0,-8.42,0.0,0.324,0.00984,0.0,0.167,0.397,131.988,4.0,Throat Baby Go Baby.json
Pardon,Pardon Me,T.I. Featuring Lil Baby,223746.0,1Y13csEpu3TK5gQdzGLrd8,spotify:track:1Y13csEpu3TK5gQdzGLrd8,https://open.spotify.com/track/1Y13csEpu3TK5gQdzGLrd8,69.0,[72],72.0,False,https://p.scdn.co/mp3-preview/b6a6d96f504c9d45474b77a189f7324fc0d43e61?cid=064f7f00e33f41f2ba917f2f07083867,previews/Pardon.wav,TI  Pardon Lyrics ft Lil Baby.wav,305.0,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",0.579,0.812,1.0,-6.509,0.0,0.0693,0.00114,0.00333,0.115,0.278,152.002,4.0,Pardon.json
Champagne Night,Champagne Night - From Songland,Lady A,185069.0,48F2xnWq3LuzYWML327Z2r,spotify:track:48F2xnWq3LuzYWML327Z2r,https://open.spotify.com/track/48F2xnWq3LuzYWML327Z2r,62.0,[72],72.0,False,,,Lady Antebellum  Champagne Night Lyrics.wav,236.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",0.523,0.927,4.0,-2.796,1.0,0.0489,0.0272,5.98e-06,0.168,0.939,149.929,4.0,Champagne Night.json
Positions,positions,Ariana Grande,172324.0,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,86.0,[93],93.0,True,,,Ariana Grande  positions Lyrics.wav,171.0,"['dance pop', 'pop']",0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,4.0,Positions.json
Forever After All,Forever After All,Luke Combs,232533.0,6IBcOGPsniK3Pso1wHIhew,spotify:track:6IBcOGPsniK3Pso1wHIhew,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,79.0,[83],83.0,False,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=064f7f00e33f41f2ba917f2f07083867,previews/Forever After All.wav,Luke Combs  Forever After All Lyrics.wav,274.0,"['contemporary country', 'country']",0.487,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,4.0,Forever After All.json
Tyler Herro,Tyler Herro,Jack Harlow,156578.0,3w1WjD2zJqjBjDz5fwqQPJ,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,77.0,[90],90.0,True,https://p.scdn.co/mp3-preview/72240d0cf42e2a4e4d412875e0ca9c553bd93136?cid=064f7f00e33f41f2ba917f2f07083867,previews/Tyler Herro.wav,Jack Harlow  Tyler Herro Lyrics.wav,157.0,"['deep underground hip hop', 'kentucky hip hop', 'rap']",0.792,0.793,5.0,-6.185,0.0,0.0841,0.0872,0.0,0.22,0.775,123.031,4.0,Tyler Herro.json
The Other Guy,The Other Guy,Luke Combs,190720.0,0jcZ1uIHmvh6Is9T6hXOUk,spotify:track:0jcZ1uIHmvh6Is9T6hXOUk,https://open.spotify.com/track/0jcZ1uIHmvh6Is9T6hXOUk,63.0,[83],83.0,False,https://p.scdn.co/mp3-preview/66fad818449bc65e6d6cceb82ebee0a765561e0b?cid=064f7f00e33f41f2ba917f2f07083867,previews/The Other Guy.wav,Luke Combs  The Other Guy Lyrics.wav,191.0,"['contemporary country', 'country']",0.567,0.726,6.0,-4.705,1.0,0.0309,0.216,0.0,0.12,0.319,141.92,4.0,The Other Guy.json
Damage,Damage,H.E.R.,223414.0,0KS2h61pHQ4WmOwruD7uxD,spotify:track:0KS2h61pHQ4WmOwruD7uxD,https://open.spotify.com/track/0KS2h61pHQ4WmOwruD7uxD,65.0,[81],81.0,False,https://p.scdn.co/mp3-preview/adc5f094cdc3c4c0fc4de1ecd627cd81256ed67a?cid=064f7f00e33f41f2ba917f2f07083867,previews/Damage.wav,HER  Damage Lyrics.wav,263.0,"['alternative r&b', 'dance pop', 'pop', 'r&b']",0.646,0.696,1.0,-6.505,1.0,0.065,0.113,0.0,0.115,0.18,81.336,4.0,Damage.json
Golden,Golden,Harry Styles,208906.0,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,85.0,[92],92.0,False,https://p.scdn.co/mp3-preview/48af17efb2b52660c5e7a65ae9f050e76179953c?cid=064f7f00e33f41f2ba917f2f07083867,previews/Golden.wav,harry styles  golden  lyrics.wav,207.0,['pop'],0.448,0.838,4.0,-5.257,0.0,0.0557,0.21,0.000131,0.131,0.254,139.863,4.0,Golden.json
Back To The Streets,Back to the Streets (feat. Jhené Aiko),Saweetie Featuring Jhene Aiko,189496.0,3MEruRteiUZXkStfTlZqRn,spotify:track:3MEruRteiUZXkStfTlZqRn,https://open.spotify.com/track/3MEruRteiUZXkStfTlZqRn,70.0,"[80, 82]",81.0,True,https://p.scdn.co/mp3-preview/71ac74b119e1d9dadcaa84b1a1ebb5647ac5a639?cid=064f7f00e33f41f2ba917f2f07083867,previews/Back To The Streets.wav,Saweetie  Back to the Streets Lyrics ft Jhené Aiko.wav,190.0,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen', 'alternative r&b', 'urban contemporary']",0.865,0.792,4.0,-4.207,1.0,0.0677,0.168,1.46e-05,0.107,0.562,101.985,4.0,Back To The Streets.json
So Done,SO DONE,The Kid LAROI,126521.0,5psEZhQu6lukjhavJo4AbC,spotify:track:5psEZhQu6lukjhavJo4AbC,https://open.spotify.com/track/5psEZhQu6lukjhavJo4AbC,69.0,[88],88.0,False,https://p.scdn.co/mp3-preview/87e6bac7582262a7206e2bcffe21312b8ea03272?cid=064f7f00e33f41f2ba917f2f07083867,previews/So Done.wav,The Kid LAROI  So Done Lyrics.wav,127.0,['australian hip hop'],0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,4.0,So Done.json
Cold As You,Cold As You,Luke Combs,186106.0,7IWV29mryrqtO0JVgnPtfv,spotify:track:7IWV29mryrqtO0JVgnPtfv,https://open.spotify.com/track/7IWV29mryrqtO0JVgnPtfv,72.0,[83],83.0,False,https://p.scdn.co/mp3-preview/8c59bd6aaa3f22b642dc24f26387c48b421c101b?cid=064f7f00e33f41f2ba917f2f07083867,previews/Cold As You.wav,Luke Combs  Cold as You Lyrics.wav,185.0,"['contemporary country', 'country']",0.598,0.846,6.0,-4.956,1.0,0.0355,0.0527,0.0,0.113,0.328,144.04,4.0,Cold As You.json
Practice,PRACTICE,DaBaby,122586.0,4Z5FyQlevoHoa5FsIVKZju,spotify:track:4Z5FyQlevoHoa5FsIVKZju,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju,67.0,[89],89.0,True,,,DaBaby  PRACTICE Lyrics.wav,123.0,"['north carolina hip hop', 'rap', 'trap']",0.849,0.536,1.0,-7.307,1.0,0.349,0.0239,0.0,0.126,0.308,141.964,4.0,Practice.json
La Toxica,La Tóxica,Farruko,180520.0,15OjBeqNX3bShsGYQbteRv,spotify:track:15OjBeqNX3bShsGYQbteRv,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,72.0,[90],90.0,False,https://p.scdn.co/mp3-preview/2059c5775102d1058c4e58f35aea8f82ff0e22d9?cid=064f7f00e33f41f2ba917f2f07083867,previews/La Toxica.wav,Farruko  La Tóxica LetraLyrics.wav,179.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.659,0.701,9.0,-4.107,1.0,0.164,0.0882,0.0,0.0866,0.623,91.97,4.0,La Toxica.json
Head & Heart,Head & Heart (feat. MNEK),Joel Corry X MNEK,166028.0,6cx06DFPPHchuUAcTxznu9,spotify:track:6cx06DFPPHchuUAcTxznu9,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,83.0,"[82, 77]",79.5,False,https://p.scdn.co/mp3-preview/89b763e0ad658e796b4f524d07f9e6535c2a5c2e?cid=064f7f00e33f41f2ba917f2f07083867,previews/Head  Heart.wav,Charytatywnie dla Mai  B Head LiveMix.wav,12807.0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk contemporary r&b']",0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4.0,Head  Heart.json
"Wine, Beer, Whiskey","Wine, Beer, Whiskey",Little Big Town,196160.0,5avVDmK9FVJpd3MDO8I3Zl,spotify:track:5avVDmK9FVJpd3MDO8I3Zl,https://open.spotify.com/track/5avVDmK9FVJpd3MDO8I3Zl,69.0,[71],71.0,False,,,Little Big Town  Wine Beer Whiskey Lyrics.wav,197.0,"['contemporary country', 'country', 'country dawn', 'country road']",0.727,0.914,7.0,-5.85,1.0,0.0743,0.617,0.0,0.596,0.784,106.021,4.0,Wine Beer Whiskey.json
34+35,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,173710.0,6Im9k8u9iIzKMrmV7BWtlF,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,83.0,[93],93.0,True,,,Ariana Grande  3435 Remix ft Doja Cat Megan Thee Stallion.wav,243.0,"['dance pop', 'pop']",0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,4.0,3435.json
Dakiti,DÁKITI,Bad Bunny & Jhay Cortez,205090.0,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,84.0,"[100, 88]",94.0,True,https://p.scdn.co/mp3-preview/4252db9634fc9143dafbcfc298e5957195d3bb32?cid=064f7f00e33f41f2ba917f2f07083867,previews/Dakiti.wav,BAD BUNNY x JHAY CORTEZ  DÁKITI Video Oficial.wav,214.0,"['latin', 'reggaeton', 'trap latino']",0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4.0,Dakiti.json
Motive,motive (with Doja Cat),Ariana Grande Featuring Doja Cat,167989.0,5GkQIP5mWPi4KZLLXeuFTT,spotify:track:5GkQIP5mWPi4KZLLXeuFTT,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,80.0,"[93, 94]",93.5,True,,,Ariana Grande Doja Cat  Motive Lyrics.wav,168.0,"['dance pop', 'pop']",0.789,0.742,10.0,-5.664,0.0,0.0652,0.0681,0.0,0.166,0.661,116.965,4.0,Motive.json
Off The Table,off the table (with The Weeknd),Ariana Grande Featuring The Weeknd,239949.0,7E1jVNoWuemqUryI4FxsVD,spotify:track:7E1jVNoWuemqUryI4FxsVD,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD,66.0,"[93, 97]",95.0,False,,,Ariana Grande The Weeknd  off the table Lyrics.wav,241.0,"['dance pop', 'pop', 'canadian contemporary r&b', 'canadian pop']",0.411,0.522,0.0,-7.295,1.0,0.0981,0.519,0.0,0.398,0.382,88.332,1.0,Off The Table.json
pov,pov,Ariana Grande,201882.0,3UoULw70kMsiVXxW0L3A33,spotify:track:3UoULw70kMsiVXxW0L3A33,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,78.0,[93],93.0,False,,,Ariana Grande  pov Lyrics.wav,203.0,"['dance pop', 'pop']",0.487,0.534,0.0,-5.664,0.0,0.0555,0.36,0.0,0.1,0.173,131.798,4.0,pov.json
Just Like Magic,just like magic,Ariana Grande,149900.0,7Dx9Z6Aon1qPS2N0rHSWTe,spotify:track:7Dx9Z6Aon1qPS2N0rHSWTe,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe,70.0,[93],93.0,True,,,Ariana Grande  just like magic  Lyrics.wav,150.0,"['dance pop', 'pop']",0.719,0.607,8.0,-5.156,1.0,0.165,0.08,0.0,0.125,0.464,128.006,4.0,Just Like Magic.json
Shut Up,Shut Up and Dance,Ariana Grande,199080.0,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA,83.0,[73],73.0,False,https://p.scdn.co/mp3-preview/78558b79e4571208d3bf6e6a80d06e3f23511abd?cid=064f7f00e33f41f2ba917f2f07083867,previews/Shut Up.wav,Ariana Grande  shut up Lyric Video.wav,199.0,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",0.578,0.866,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.619,128.038,4.0,Shut Up.json
Thriller,Thriller,Michael Jackson,357266.0,3S2R0EVwBSAVMd5UMgKTL0,spotify:track:3S2R0EVwBSAVMd5UMgKTL0,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0,70.0,[85],85.0,False,https://p.scdn.co/mp3-preview/aedfc17f1a74972d3cb10843d0f110fbc9152d2d?cid=064f7f00e33f41f2ba917f2f07083867,previews/Thriller.wav,Thriller  Michael Jackson Lyrics.wav,314.0,"['pop', 'r&b', 'soul']",0.773,0.859,11.0,-4.913,1.0,0.0747,0.0855,0.00018,0.914,0.813,118.458,4.0,Thriller.json
Nasty,Tia Tamera (feat. Rico Nasty),Ariana Grande,211013.0,1uNePI826aqh9uC9pgbeHU,spotify:track:1uNePI826aqh9uC9pgbeHU,https://open.spotify.com/track/1uNePI826aqh9uC9pgbeHU,78.0,"[94, 72]",83.0,True,https://p.scdn.co/mp3-preview/8081506e7adf4437d48b3d8ffa30897b2f861310?cid=064f7f00e33f41f2ba917f2f07083867,previews/Nasty (1).wav,nasty  Ariana Grande Lyrics.wav,200.0,"['dance pop', 'pop', 'dmv rap', 'escape room', 'trap queen']",0.822,0.654,0.0,-4.623,1.0,0.132,0.019,0.0,0.233,0.421,119.884,4.0,Nasty.json
Safety Net,safety net (feat. Ty Dolla $ign),Ariana Grande Featuring Ty Dolla $ign,208457.0,14gkWVFMwdxBMyqBw1wmIg,spotify:track:14gkWVFMwdxBMyqBw1wmIg,https://open.spotify.com/track/14gkWVFMwdxBMyqBw1wmIg,69.0,"[93, 87]",90.0,False,,,Ariana Grande  safety net ft Ty Dolla ign Lyric Video.wav,249.0,"['dance pop', 'pop', 'hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",0.552,0.599,1.0,-5.75,0.0,0.0404,0.0703,0.0,0.0986,0.0916,161.884,4.0,Safety Net.json
Six Thirty,six thirty,Ariana Grande,183874.0,2IKJtXeR5UsaUjZB46fTOK,spotify:track:2IKJtXeR5UsaUjZB46fTOK,https://open.spotify.com/track/2IKJtXeR5UsaUjZB46fTOK,61.0,[93],93.0,True,,,Ariana Grande  six thirty  Lyrics.wav,184.0,"['dance pop', 'pop']",0.739,0.516,0.0,-7.154,1.0,0.0539,0.67,0.0,0.151,0.434,120.109,4.0,Six Thirty.json
My Hair,my hair,Ariana Grande,158436.0,6u7gmPOz7pzzaeR9xSBpsR,spotify:track:6u7gmPOz7pzzaeR9xSBpsR,https://open.spotify.com/track/6u7gmPOz7pzzaeR9xSBpsR,64.0,[93],93.0,False,,,Ariana Grande  my hair Lyric Video.wav,199.0,"['dance pop', 'pop']",0.686,0.526,0.0,-6.842,1.0,0.0374,0.0815,7.75e-06,0.144,0.372,92.013,4.0,My Hair.json
Obvious,obvious,Ariana Grande,146958.0,0q85C1JiECyYIQthz1posA,spotify:track:0q85C1JiECyYIQthz1posA,https://open.spotify.com/track/0q85C1JiECyYIQthz1posA,63.0,[93],93.0,True,,,Ariana Grande  obvious  Lyrics.wav,147.0,"['dance pop', 'pop']",0.624,0.672,0.0,-5.334,1.0,0.106,0.0967,0.0,0.155,0.26,159.852,4.0,Obvious.json
West Side,west side,Ariana Grande,132278.0,1whfVLMKWqAX3uk97VXsNN,spotify:track:1whfVLMKWqAX3uk97VXsNN,https://open.spotify.com/track/1whfVLMKWqAX3uk97VXsNN,61.0,[93],93.0,False,,,Ariana Grande  west side  Lyrics.wav,132.0,"['dance pop', 'pop']",0.688,0.455,11.0,-8.632,0.0,0.199,0.186,0.0,0.0794,0.557,87.865,4.0,West Side.json
Love Language,Love Affair,Ariana Grande,190960.0,4ZaRg5Sf4TKr0YcFRLh7QJ,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,https://open.spotify.com/track/4ZaRg5Sf4TKr0YcFRLh7QJ,70.0,[67],67.0,False,https://p.scdn.co/mp3-preview/51efddde1733aa7feeef9e86871da8946e98bbb6?cid=064f7f00e33f41f2ba917f2f07083867,previews/Love Language.wav,Ariana Grande  love language  Lyrics.wav,180.0,"['alternative r&b', 'bedroom soul', 'chill r&b', 'indie r&b', 'pop', 'r&b']",0.613,0.488,8.0,-7.37,1.0,0.0964,0.129,2.13e-05,0.335,0.183,172.076,4.0,Love Language.json
Weeeeee,Weeeeee,Trippie Redd,152920.0,2PI3qpTqYowwMzOSQRuj73,spotify:track:2PI3qpTqYowwMzOSQRuj73,https://open.spotify.com/track/2PI3qpTqYowwMzOSQRuj73,63.0,[88],88.0,True,,,Trippie Redd  Weeeeee Lyrics.wav,153.0,"['melodic rap', 'rap', 'trap']",0.729,0.503,0.0,-8.229,1.0,0.081,0.111,0.0,0.123,0.152,134.927,4.0,Weeeeee.json
Stay Down,Stay Down,"Lil Durk, 6LACK & Young Thug",169330.0,49hdeJtcG2zgK4Nd83JcJN,spotify:track:49hdeJtcG2zgK4Nd83JcJN,https://open.spotify.com/track/49hdeJtcG2zgK4Nd83JcJN,62.0,"[90, 81, 90]",87.0,True,https://p.scdn.co/mp3-preview/85aaebf678ce90bba13bc96825ca889d48500306?cid=064f7f00e33f41f2ba917f2f07083867,previews/Stay Down.wav,Lil Durk  Stay Down feat 6lack  Young Thug Official Music Video.wav,178.0,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap', 'alternative r&b', 'atl hip hop', 'melodic rap', 'r&b', 'atl trap', 'gangster rap']",0.813,0.57,3.0,-8.409,0.0,0.265,0.0909,0.0,0.0982,0.676,109.07,4.0,Stay Down.json
Thick,Thick Niggas and Anime Tiddies,DJ Chose Featuring BeatKing,90331.0,5Cax3xGAakyANy1tFZZ5Yv,spotify:track:5Cax3xGAakyANy1tFZZ5Yv,https://open.spotify.com/track/5Cax3xGAakyANy1tFZZ5Yv,66.0,[56],56.0,True,https://p.scdn.co/mp3-preview/20466eebac8f234252b7daa092e1fba22e857845?cid=064f7f00e33f41f2ba917f2f07083867,previews/Thick.wav,DJ Chose  Thick ft Beat King Lyrics.wav,179.0,"['aesthetic rap', 'meme rap', 'vapor trap']",0.904,0.454,1.0,-9.234,1.0,0.452,0.199,0.0,0.104,0.736,135.942,4.0,Thick.json
Take You Dancing,Take You Dancing,Jason Derulo,190306.0,59qrUpoplZxbIZxk6X0Bm3,spotify:track:59qrUpoplZxbIZxk6X0Bm3,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,81.0,[85],85.0,False,https://p.scdn.co/mp3-preview/f86957dc8030862773abe66c3ca6dd079f3ecdb5?cid=064f7f00e33f41f2ba917f2f07083867,previews/Take You Dancing.wav,Jason Derulo  Take You Dancing Lyrics.wav,189.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,4.0,Take You Dancing.json
What That Speed Bout!?,What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",171165.0,5iZ5wjTTxSIv8Cfrhj6Jla,spotify:track:5iZ5wjTTxSIv8Cfrhj6Jla,https://open.spotify.com/track/5iZ5wjTTxSIv8Cfrhj6Jla,59.0,"[71, 90, 89]",83.33333333333333,True,https://p.scdn.co/mp3-preview/ee2036c05f373025e8846aa42b2e3691beedc99d?cid=064f7f00e33f41f2ba917f2f07083867,previews/What That Speed Bout.wav,Mike WiLL MadeIt  What That Speed Bout feat Nicki Minaj  YoungBoy Never Broke Again.wav,210.0,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'dance pop', 'hip pop', 'pop', 'queens hip hop', 'baton rouge rap']",0.755,0.81,10.0,-4.061,0.0,0.235,0.125,0.0,0.382,0.297,101.93,4.0,What That Speed Bout.json
